,cell_count,type,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,distance_mean,pval_mean,pval_mean_log,distance_mean_log
T:P1P2,868,targeting,3.431396484375,0.085,3.141845703125,0.132,4.1953125,0.031,5.0064697265625,0.012,4.0545654296875,0.039,4.61181640625,0.022,4.611083984375,0.03,3.614990234375,0.064,3.5306396484375,0.069,3.9915771484375,0.041,3.890869140625,0.059,3.8272705078125,0.05,4.5657958984375,0.024,4.5238037109375,0.024,3.2017822265625,0.116,4.4927978515625,0.025,4.714599609375,0.014,4.0938720703125,0.04,3.2855224609375,0.132,4.01953125,0.046,4.040277099609375,0.05275000000000002,1.2776952131256722,0.6064111519186197
YWHAZ:P1P2,389,targeting,12.0863037109375,0.003,12.5537109375,0.001,13.563720703125,0.002,12.8536376953125,0.002,14.980224609375,0.0,12.1331787109375,0.002,11.0291748046875,0.001,11.1622314453125,0.003,12.472900390625,0.0,13.3408203125,0.0,11.6185302734375,0.004,13.153076171875,0.002,9.7757568359375,0.007,11.1148681640625,0.003,16.571533203125,0.0,11.3431396484375,0.004,8.6807861328125,0.006,13.225341796875,0.003,10.5025634765625,0.003,9.2322998046875,0.007,12.06968994140625,0.00265,2.575118363368933,1.0816961136378698
CREBL2:P1P2,848,targeting,5.4344482421875,0.007,4.90771484375,0.015,2.6407470703125,0.157,4.1961669921875,0.022,3.659912109375,0.05,3.9569091796875,0.032,3.3924560546875,0.066,5.7301025390625,0.005,4.2244873046875,0.02,4.2515869140625,0.029,5.5264892578125,0.006,4.218994140625,0.024,4.5909423828125,0.016,4.3035888671875,0.023,4.957763671875,0.016,2.9918212890625,0.093,4.8363037109375,0.01,2.7625732421875,0.16,5.9263916015625,0.006,4.2303466796875,0.024,4.3369873046875,0.039050000000000015,1.4082677610481642,0.6371881508754775
EP400:P1P2,36,targeting,80.6168212890625,0.016,83.806396484375,0.019,85.7965087890625,0.019,79.6168212890625,0.012,84.97509765625,0.009,80.5377197265625,0.014,77.4722900390625,0.021,78.0833740234375,0.021,83.60009765625,0.013,87.8544921875,0.011,78.8961181640625,0.013,85.08447265625,0.005,77.0631103515625,0.016,80.2318115234375,0.016,93.2841796875,0.008,80.7017822265625,0.01,74.8919677734375,0.018,87.468017578125,0.009,77.1514892578125,0.027,81.0872802734375,0.011,81.91099243164062,0.014400000000000005,1.8413360191860106,1.9133421878661374
PHF1:P1P2,941,targeting,2.52392578125,0.147,2.8714599609375,0.09,3.46484375,0.039,2.766845703125,0.103,3.0186767578125,0.074,2.954345703125,0.073,2.257080078125,0.197,2.345703125,0.202,2.8765869140625,0.095,3.884521484375,0.033,2.66259765625,0.128,3.2000732421875,0.054,2.633544921875,0.12,2.65234375,0.102,4.7740478515625,0.013,2.864990234375,0.081,2.134033203125,0.231,3.5152587890625,0.035,2.0849609375,0.298,2.774658203125,0.089,2.91302490234375,0.11019999999999996,0.9577789976096183,0.4643441972621508
MBD4:P1P2,1029,targeting,4.051513671875,0.018,3.9019775390625,0.023,4.56494140625,0.008,5.183837890625,0.002,4.49169921875,0.009,5.4033203125,0.003,4.268798828125,0.02,4.59375,0.008,4.7816162109375,0.005,5.3787841796875,0.006,4.14599609375,0.016,5.2144775390625,0.006,4.00927734375,0.018,4.768310546875,0.01,5.6986083984375,0.005,3.893310546875,0.012,4.2393798828125,0.021,4.540771484375,0.008,3.314697265625,0.051,4.450927734375,0.007,4.5447998046875,0.0128,1.8924508702553138,0.6575147576054232
CREB3L3:P1P2,150,targeting,7.3837890625,0.537,6.4151611328125,0.657,8.82421875,0.364,9.128662109375,0.31,8.6072998046875,0.322,8.5224609375,0.34,8.4658203125,0.354,6.512451171875,0.647,7.2506103515625,0.519,7.6500244140625,0.466,7.364013671875,0.531,8.5064697265625,0.345,8.123779296875,0.391,8.529296875,0.368,8.4927978515625,0.401,8.272216796875,0.38,7.300537109375,0.487,8.5557861328125,0.345,6.62646484375,0.65,7.59130859375,0.471,7.906158447265625,0.44425,0.352362787729886,0.8979655137868141
TBX4:P2,170,targeting,12.6893310546875,0.08,11.36865234375,0.133,12.3526611328125,0.093,11.7117919921875,0.098,12.952392578125,0.075,11.2579345703125,0.098,10.5108642578125,0.124,9.6368408203125,0.2,11.5625,0.097,11.936279296875,0.102,11.3475341796875,0.128,11.24072265625,0.106,11.2752685546875,0.09,12.6553955078125,0.06,12.668701171875,0.078,12.6165771484375,0.071,9.7916259765625,0.159,13.118896484375,0.065,11.7877197265625,0.105,10.8023681640625,0.133,11.664202880859374,0.10475000000000004,0.9798045102468054,1.0668550649237825
ZNF720:P1P2,488,targeting,3.7156982421875,0.222,4.144287109375,0.152,3.9869384765625,0.191,3.3319091796875,0.303,3.777587890625,0.209,3.1544189453125,0.308,2.6353759765625,0.494,2.6573486328125,0.533,3.491455078125,0.257,3.75732421875,0.168,3.6282958984375,0.233,3.8250732421875,0.177,3.0360107421875,0.361,3.5946044921875,0.213,6.1201171875,0.029,3.1395263671875,0.328,2.0972900390625,0.721,4.250732421875,0.147,3.7760009765625,0.21,3.0709228515625,0.359,3.5595458984375,0.28075000000000006,0.5516647662598243,0.5513945973038161
LBX2:P1P2,582,targeting,8.1195068359375,0.003,7.06396484375,0.01,10.1805419921875,0.0,9.4952392578125,0.0,8.908203125,0.001,9.9473876953125,0.003,9.1898193359375,0.0,7.1341552734375,0.006,8.988037109375,0.003,9.277099609375,0.001,7.3448486328125,0.01,9.4951171875,0.001,8.6680908203125,0.002,10.5643310546875,0.001,9.163330078125,0.001,10.3836669921875,0.001,7.9342041015625,0.005,9.959716796875,0.0,7.0181884765625,0.009,8.4598388671875,0.001,8.864764404296874,0.0029000000000000002,2.5361070110140926,0.9476671979997173
ZNF300:P1P2,581,targeting,1.9754638671875,0.665,2.7628173828125,0.348,2.1983642578125,0.554,1.7232666015625,0.757,1.631591796875,0.79,2.2728271484375,0.459,2.1683349609375,0.547,2.8424072265625,0.309,2.325927734375,0.49,2.923095703125,0.279,2.3077392578125,0.493,2.228515625,0.484,2.4888916015625,0.395,2.4171142578125,0.429,2.86865234375,0.311,2.6241455078125,0.309,3.1185302734375,0.229,3.0916748046875,0.255,2.7969970703125,0.336,3.7008056640625,0.131,2.523358154296875,0.4285000000000001,0.3680390386319295,0.40197889673066844
ZBTB4:P2,298,targeting,4.7901611328125,0.336,4.4486083984375,0.414,6.40380859375,0.143,5.84423828125,0.193,6.1849365234375,0.149,6.037841796875,0.152,5.536865234375,0.216,3.9990234375,0.542,4.9996337890625,0.285,5.7215576171875,0.203,4.4111328125,0.413,5.6492919921875,0.156,5.0458984375,0.279,5.66357421875,0.204,7.0267333984375,0.107,5.39404296875,0.204,4.302490234375,0.392,6.3765869140625,0.146,3.564208984375,0.679,4.6552734375,0.368,5.30279541015625,0.2790500000000001,0.5543024101048397,0.72450487170574
TSC22D2:P1P2,276,targeting,15.9404296875,0.006,17.7510986328125,0.0,20.1640625,0.0,18.161865234375,0.001,20.8990478515625,0.0,16.993896484375,0.0,18.365478515625,0.0,16.2808837890625,0.001,17.5413818359375,0.004,18.2611083984375,0.0,15.7041015625,0.003,19.7364501953125,0.0,16.3408203125,0.0,17.772216796875,0.0,21.6046142578125,0.0,18.093505859375,0.001,15.625732421875,0.001,21.3870849609375,0.0,15.190673828125,0.005,16.975830078125,0.002,17.93951416015625,0.0012000000000000001,2.9172146296835497,1.2538106772576645
EBF2:P1P2,1248,targeting,2.1939697265625,0.142,2.6572265625,0.063,2.4334716796875,0.112,1.8563232421875,0.213,2.64306640625,0.076,1.9158935546875,0.176,1.2850341796875,0.532,2.3966064453125,0.091,2.3367919921875,0.094,3.046630859375,0.026,2.0872802734375,0.15,2.19873046875,0.137,1.3297119140625,0.492,1.8101806640625,0.225,4.06982421875,0.009,2.2760009765625,0.109,1.3475341796875,0.511,2.9002685546875,0.031,2.1470947265625,0.144,1.620849609375,0.32,2.22762451171875,0.18265000000000003,0.7383565466881099,0.34784198801356764
DMBX1:P1P2,223,targeting,17.432373046875,0.005,19.3511962890625,0.0,18.549072265625,0.002,17.815185546875,0.004,19.7296142578125,0.002,17.465087890625,0.006,16.6258544921875,0.003,17.601318359375,0.006,18.8118896484375,0.001,19.8294677734375,0.001,17.44677734375,0.007,20.1300048828125,0.002,15.268310546875,0.011,16.389404296875,0.006,25.0760498046875,0.002,17.045654296875,0.005,14.37158203125,0.008,20.4620361328125,0.003,17.397216796875,0.003,16.72802734375,0.002,18.17630615234375,0.00395,2.402304814074488,1.2595056291252111
RORC:P2,348,targeting,10.5323486328125,0.012,8.675537109375,0.036,8.7923583984375,0.027,11.0164794921875,0.014,9.8037109375,0.013,10.2462158203125,0.009,9.7198486328125,0.013,9.1116943359375,0.018,8.929931640625,0.023,8.21533203125,0.025,10.8807373046875,0.005,9.17236328125,0.023,10.4019775390625,0.011,10.6876220703125,0.004,8.18603515625,0.03,8.3785400390625,0.019,9.8021240234375,0.013,7.0361328125,0.05,9.4261474609375,0.014,8.5196533203125,0.026,9.376739501953125,0.019250000000000003,1.7153437172114843,0.9720518509087603
GAS7:ENST00000432992.2,1206,targeting,2.6927490234375,0.068,2.639404296875,0.104,2.6707763671875,0.089,3.25732421875,0.03,2.76416015625,0.077,3.6429443359375,0.02,4.6734619140625,0.006,3.8746337890625,0.018,2.732421875,0.071,2.4644775390625,0.114,3.6038818359375,0.026,3.293212890625,0.026,4.1883544921875,0.011,3.3848876953125,0.025,1.8681640625,0.305,3.5692138671875,0.023,4.9273681640625,0.002,3.15625,0.037,3.3170166015625,0.033,4.3331298828125,0.004,3.352691650390625,0.05445,1.2639223629960543,0.5253936128705824
VENTX:P1P2,738,targeting,5.8984375,0.008,6.5650634765625,0.005,6.811279296875,0.001,6.038818359375,0.008,6.6483154296875,0.002,5.893798828125,0.004,4.955810546875,0.016,5.1708984375,0.017,5.8238525390625,0.008,6.1593017578125,0.007,6.13916015625,0.006,4.9088134765625,0.013,5.389404296875,0.011,6.222900390625,0.003,7.71484375,0.003,6.415771484375,0.001,4.4482421875,0.031,6.6541748046875,0.002,5.65869140625,0.013,5.019775390625,0.017,5.92686767578125,0.008800000000000002,2.055024091587952,0.7728252312175001
PLAGL2:P1P2,1361,targeting,20.6083984375,0.0,18.07373046875,0.0,19.6253662109375,0.0,20.7208251953125,0.0,18.193359375,0.0,21.577880859375,0.0,22.771240234375,0.0,20.2784423828125,0.0,19.32958984375,0.0,18.39501953125,0.0,20.9639892578125,0.0,18.533935546875,0.0,23.4202880859375,0.0,23.3853759765625,0.0,14.069091796875,0.0,23.0455322265625,0.0,24.1473388671875,0.0,19.2994384765625,0.0,21.6353759765625,0.0,22.6156005859375,0.0,20.534490966796874,0.0,5.0,1.3124839415188032
ZNF747:P1P2,1268,targeting,1.540771484375,0.421,1.1494140625,0.732,1.4884033203125,0.43,1.6187744140625,0.384,1.9595947265625,0.206,1.84228515625,0.217,2.085693359375,0.156,1.204833984375,0.698,1.186767578125,0.687,1.8341064453125,0.24,1.5595703125,0.422,1.3529052734375,0.511,2.197509765625,0.118,2.326904296875,0.105,1.6990966796875,0.338,2.1461181640625,0.161,1.864501953125,0.227,1.6231689453125,0.363,1.476318359375,0.447,1.529052734375,0.414,1.68428955078125,0.36385,0.43906568482074937,0.22641675432329236
HOXC13:P1P2,549,targeting,2.1329345703125,0.676,2.458251953125,0.558,2.3016357421875,0.597,2.6199951171875,0.473,2.496826171875,0.481,2.2960205078125,0.571,2.4332275390625,0.515,2.1583251953125,0.697,2.144287109375,0.673,1.841552734375,0.781,2.7291259765625,0.443,2.57373046875,0.448,2.4317626953125,0.501,2.5819091796875,0.448,3.282470703125,0.282,2.0687255859375,0.668,2.1448974609375,0.633,2.394287109375,0.544,2.193115234375,0.692,2.4031982421875,0.533,2.38431396484375,0.5607,0.25126169839394075,0.3773634424361979
ZNF655:P1P2,1324,targeting,1.8399658203125,0.24,1.8724365234375,0.255,1.2220458984375,0.662,1.6978759765625,0.325,2.282958984375,0.104,1.2618408203125,0.582,2.2188720703125,0.134,2.3756103515625,0.114,1.606689453125,0.344,1.496337890625,0.44,2.0264892578125,0.192,2.1666259765625,0.137,2.330810546875,0.108,2.2308349609375,0.113,2.349853515625,0.1,1.838134765625,0.231,2.375244140625,0.086,1.712646484375,0.28,2.3355712890625,0.125,2.2662353515625,0.121,1.97535400390625,0.23465000000000008,0.6295609336642255,0.2956449370086355
CRTC2:P1P2,1172,targeting,3.6185302734375,0.023,2.508056640625,0.11,2.892333984375,0.06,3.773193359375,0.014,3.103759765625,0.034,4.0072021484375,0.01,4.6429443359375,0.009,3.5181884765625,0.026,3.03125,0.033,3.1441650390625,0.046,3.8974609375,0.02,3.279052734375,0.031,4.814697265625,0.004,4.3509521484375,0.011,1.30615234375,0.625,3.9210205078125,0.011,5.3172607421875,0.001,2.6739501953125,0.056,3.2415771484375,0.043,4.4881591796875,0.005,3.576495361328125,0.058599999999999985,1.2320282786183812,0.5534576661060454
ZNF672:P1P2,751,targeting,1.57861328125,0.72,2.1431884765625,0.417,1.781982421875,0.59,2.273193359375,0.329,2.5562744140625,0.213,1.923828125,0.48,2.1278076171875,0.357,2.48095703125,0.262,1.7703857421875,0.597,1.9334716796875,0.49,1.84033203125,0.528,2.4857177734375,0.221,1.4249267578125,0.773,1.32080078125,0.809,3.4864501953125,0.106,1.378173828125,0.811,1.824462890625,0.523,2.4271240234375,0.29,1.82275390625,0.588,1.983642578125,0.447,2.028204345703125,0.4775499999999999,0.32097205647411914,0.30711170891595185
FOXP1:ENST00000318789.4,401,targeting,2.7066650390625,0.649,2.27294921875,0.807,3.5516357421875,0.404,3.7618408203125,0.304,3.663330078125,0.316,3.5469970703125,0.374,3.3375244140625,0.422,2.8572998046875,0.604,2.9345703125,0.539,2.881103515625,0.599,2.5977783203125,0.669,3.481689453125,0.362,3.0279541015625,0.518,3.7989501953125,0.323,3.80908203125,0.345,3.4466552734375,0.402,2.7396240234375,0.598,3.83154296875,0.31,2.5081787109375,0.749,2.6500244140625,0.655,3.170269775390625,0.49745,0.3032418344713744,0.5010962202550978
ZNF524:P1P2,593,targeting,4.05517578125,0.091,4.653564453125,0.056,5.4334716796875,0.032,4.7535400390625,0.056,6.194091796875,0.011,4.0911865234375,0.067,3.8870849609375,0.083,3.72119140625,0.136,4.445556640625,0.063,4.646240234375,0.039,3.867919921875,0.113,5.19921875,0.031,3.4781494140625,0.144,4.1885986328125,0.077,7.303955078125,0.007,4.5948486328125,0.056,2.6368408203125,0.356,5.90380859375,0.019,3.8905029296875,0.116,3.6456298828125,0.125,4.52952880859375,0.0839,1.0761862789088104,0.6560530261914039
ESR1:P2,914,targeting,3.21484375,0.078,2.4766845703125,0.174,1.97802734375,0.346,2.842041015625,0.119,2.0855712890625,0.301,3.31591796875,0.049,3.570068359375,0.036,3.51806640625,0.046,2.4598388671875,0.159,2.2491455078125,0.255,3.8876953125,0.027,2.23046875,0.251,4.173095703125,0.034,3.60302734375,0.046,1.2156982421875,0.804,3.13720703125,0.059,4.36083984375,0.012,1.8753662109375,0.363,3.610595703125,0.055,3.9951171875,0.033,2.9899658203125,0.16235000000000005,0.789520957354752,0.47566622373094514
SATB1:P1,131,targeting,10.2840576171875,0.361,11.14501953125,0.276,10.8460693359375,0.306,10.6539306640625,0.269,10.64501953125,0.273,10.7064208984375,0.255,9.4774169921875,0.36,11.2694091796875,0.255,11.58447265625,0.223,12.198486328125,0.206,9.8033447265625,0.38,11.797607421875,0.186,8.7069091796875,0.431,9.3104248046875,0.38,14.546875,0.108,9.5902099609375,0.326,8.8731689453125,0.455,11.535400390625,0.201,9.8629150390625,0.399,10.2982177734375,0.318,10.656768798828125,0.2983999999999999,0.5251866273386111,1.0276255437561168
NFYB:P1P2,334,targeting,11.6473388671875,0.006,12.875732421875,0.001,11.3533935546875,0.004,12.8729248046875,0.002,12.0498046875,0.004,12.9285888671875,0.001,12.8492431640625,0.003,14.8179931640625,0.003,12.816650390625,0.002,12.82666015625,0.008,12.5948486328125,0.004,14.52392578125,0.001,12.4534912109375,0.001,11.2320556640625,0.007,15.31787109375,0.001,10.3812255859375,0.009,13.6141357421875,0.002,11.9619140625,0.004,12.5225830078125,0.005,13.3414306640625,0.003,12.749090576171875,0.003550000000000001,2.4485500020271247,1.1054792065867127
HR:P2,688,targeting,2.6512451171875,0.288,3.2744140625,0.139,2.5286865234375,0.304,2.9273681640625,0.192,3.16162109375,0.12,2.7821044921875,0.215,2.9010009765625,0.223,4.0035400390625,0.044,2.948974609375,0.185,3.074462890625,0.187,3.0943603515625,0.178,3.76318359375,0.063,2.3782958984375,0.375,1.8660888671875,0.574,4.95751953125,0.038,2.1190185546875,0.47,2.5750732421875,0.253,3.292724609375,0.117,2.8936767578125,0.236,3.1099853515625,0.164,3.015167236328125,0.21825,0.6610258491329203,0.4793114052988016
GATA5:P1P2,945,targeting,1.4222412109375,0.674,2.0828857421875,0.309,1.74755859375,0.44,1.9951171875,0.341,1.8472900390625,0.381,1.957763671875,0.335,2.036376953125,0.29,2.021728515625,0.315,1.5340576171875,0.573,2.2269287109375,0.228,1.8670654296875,0.37,2.544677734375,0.125,2.1337890625,0.259,1.7689208984375,0.421,3.1800537109375,0.064,1.2413330078125,0.791,2.184814453125,0.217,2.4539794921875,0.174,1.9039306640625,0.392,2.898193359375,0.103,2.052435302734375,0.34010000000000007,0.46838059864366055,0.31226947609194095
TPI1:P1P2,107,targeting,29.3798828125,0.018,27.3077392578125,0.013,31.24755859375,0.005,30.800537109375,0.011,30.5150146484375,0.008,30.494384765625,0.008,33.607421875,0.007,29.118896484375,0.013,29.3697509765625,0.015,28.1778564453125,0.016,27.5634765625,0.023,30.3385009765625,0.006,33.080322265625,0.005,34.32421875,0.003,24.7850341796875,0.027,34.4853515625,0.005,33.018310546875,0.003,32.4906005859375,0.002,29.6796875,0.013,33.11767578125,0.005,30.645111083984375,0.010300000000000002,1.9867413347164835,1.4863611999440924
E2F5:P1P2,569,targeting,6.70263671875,0.005,5.9898681640625,0.032,6.927734375,0.012,8.257568359375,0.002,7.5113525390625,0.005,7.426513671875,0.011,6.4447021484375,0.009,5.892333984375,0.023,6.1392822265625,0.012,6.8082275390625,0.009,6.6123046875,0.009,6.8861083984375,0.01,6.227294921875,0.017,6.622802734375,0.009,7.5604248046875,0.006,5.6689453125,0.018,5.546142578125,0.038,6.4298095703125,0.01,5.52197265625,0.039,5.08154296875,0.034,6.51287841796875,0.015500000000000003,1.809388202186395,0.8137729708659106
PPARG:P2,624,targeting,7.13671875,0.004,7.4119873046875,0.004,9.011474609375,0.002,7.864501953125,0.003,8.8331298828125,0.001,7.327880859375,0.004,6.6951904296875,0.007,6.24853515625,0.014,7.5081787109375,0.001,8.3543701171875,0.001,6.423095703125,0.008,7.7877197265625,0.004,6.1636962890625,0.01,7.711181640625,0.002,10.6678466796875,0.0,7.875,0.001,4.9810791015625,0.036,8.8306884765625,0.001,6.40869140625,0.011,5.787841796875,0.014,7.4514404296875,0.0064,2.1931419704811828,0.8722402338485302
SOHLH1:P1P2,469,targeting,4.280029296875,0.161,4.1077880859375,0.184,5.440673828125,0.065,5.17333984375,0.065,5.8695068359375,0.046,4.510986328125,0.117,4.451416015625,0.117,3.57763671875,0.285,4.2535400390625,0.133,4.2850341796875,0.15,4.0068359375,0.173,4.8489990234375,0.09,3.968505859375,0.181,4.437255859375,0.136,5.7315673828125,0.058,4.717041015625,0.098,3.078857421875,0.361,4.9537353515625,0.09,3.448486328125,0.343,3.517822265625,0.246,4.432952880859375,0.15494999999999998,0.8097803922889456,0.6466931150819825
ZNF860:P1P2,722,targeting,3.023193359375,0.168,3.2899169921875,0.103,1.813232421875,0.594,2.239501953125,0.331,2.0174560546875,0.421,2.606201171875,0.237,1.169921875,0.874,2.9423828125,0.163,2.4287109375,0.302,2.7825927734375,0.21,3.264404296875,0.115,2.1534423828125,0.354,2.09521484375,0.412,1.95703125,0.466,3.9630126953125,0.06,1.248291015625,0.846,1.9765625,0.48,2.0977783203125,0.395,3.080078125,0.156,2.292236328125,0.303,2.42205810546875,0.34950000000000003,0.4565403939306334,0.3841845577094901
NFIC:P1,250,targeting,7.420654296875,0.143,8.8682861328125,0.077,9.0263671875,0.067,7.445068359375,0.144,8.546875,0.069,7.08349609375,0.142,6.134033203125,0.213,7.263427734375,0.143,8.4173583984375,0.086,9.2291259765625,0.046,6.825927734375,0.178,8.0968017578125,0.097,6.04248046875,0.234,6.812744140625,0.161,12.1890869140625,0.02,8.0,0.105,5.688720703125,0.296,10.3536376953125,0.042,7.9716796875,0.105,7.284912109375,0.129,7.9350341796875,0.12484999999999997,0.9035766694047296,0.899548801792531
PRDM5:P1P2,181,targeting,6.7584228515625,0.466,7.12060546875,0.397,8.1990966796875,0.271,6.7196044921875,0.393,6.3984375,0.458,7.2586669921875,0.301,7.6654052734375,0.307,7.1673583984375,0.376,6.66455078125,0.403,7.6474609375,0.293,6.9766845703125,0.424,7.742431640625,0.264,8.4427490234375,0.212,7.7274169921875,0.278,9.051025390625,0.22,7.1297607421875,0.361,7.7806396484375,0.274,8.861328125,0.191,7.6890869140625,0.353,9.3682861328125,0.169,7.618450927734375,0.32054999999999995,0.4940906705753567,0.8818666744985977
FOXD4L1:ENST00000306507.5,528,targeting,1.485107421875,0.914,1.9254150390625,0.775,2.416259765625,0.589,1.69921875,0.828,2.0277099609375,0.666,1.93017578125,0.71,1.763916015625,0.81,1.9130859375,0.754,1.9849853515625,0.703,2.2249755859375,0.64,1.478271484375,0.909,1.9246826171875,0.716,1.3623046875,0.938,2.12744140625,0.646,3.2471923828125,0.284,2.58349609375,0.474,1.29345703125,0.966,2.7410888671875,0.405,1.740478515625,0.851,2.042236328125,0.686,1.995574951171875,0.7132,0.1467825761607711,0.3000680439562063
ZHX2:P1P2,777,targeting,4.7154541015625,0.021,3.6318359375,0.071,3.3521728515625,0.09,4.2606201171875,0.049,3.462158203125,0.078,5.0467529296875,0.012,4.6668701171875,0.015,4.5042724609375,0.03,3.7860107421875,0.053,3.902099609375,0.045,4.8966064453125,0.025,3.434814453125,0.085,5.5960693359375,0.011,5.5877685546875,0.009,2.514892578125,0.252,4.7862548828125,0.012,5.8699951171875,0.007,3.1455078125,0.117,4.6820068359375,0.013,4.9244384765625,0.012,4.338330078125,0.05034999999999999,1.297914278564175,0.6373225918586201
ZFP90:P2,856,targeting,2.5650634765625,0.202,2.546630859375,0.184,1.6297607421875,0.591,1.8043212890625,0.46,1.442138671875,0.676,2.1812744140625,0.264,2.6678466796875,0.148,2.9644775390625,0.112,1.90625,0.407,1.91455078125,0.367,3.1097412109375,0.087,1.73046875,0.485,3.4818115234375,0.051,2.5968017578125,0.165,1.8486328125,0.446,2.5721435546875,0.155,3.4774169921875,0.064,1.753662109375,0.444,3.3878173828125,0.083,3.1495361328125,0.071,2.436517333984375,0.2731,0.5636623977536794,0.38676950540620536
ZBTB41:P1P2,934,targeting,1.476806640625,0.64,1.1632080078125,0.837,1.047607421875,0.89,1.842041015625,0.384,1.5626220703125,0.519,1.565673828125,0.545,1.540771484375,0.552,1.567138671875,0.56,1.1239013671875,0.841,1.0003662109375,0.905,2.0673828125,0.278,1.1556396484375,0.816,1.76318359375,0.447,1.54443359375,0.526,1.3458251953125,0.722,1.333984375,0.693,1.505859375,0.566,0.8712158203125,0.956,1.540283203125,0.612,1.2412109375,0.771,1.412957763671875,0.653,0.18508016801808752,0.1501291800521017
SCXB:ENST00000340210.1,439,targeting,5.5931396484375,0.068,4.825439453125,0.112,6.3931884765625,0.037,6.3302001953125,0.041,6.5888671875,0.034,6.1239013671875,0.04,5.3612060546875,0.06,4.3411865234375,0.185,5.33349609375,0.072,5.265380859375,0.097,5.5802001953125,0.063,5.05908203125,0.092,5.1790771484375,0.078,6.4957275390625,0.019,5.172119140625,0.1,6.2947998046875,0.037,4.7110595703125,0.109,5.302001953125,0.067,4.3062744140625,0.214,4.2764892578125,0.178,5.426641845703125,0.08514999999999998,1.0697643472337153,0.7345311594148184
OSR2:P1P2,833,targeting,5.2149658203125,0.012,4.8372802734375,0.015,5.3638916015625,0.015,5.701904296875,0.006,5.7276611328125,0.007,4.831298828125,0.016,3.75634765625,0.056,4.3201904296875,0.03,5.1248779296875,0.01,5.5953369140625,0.004,4.97314453125,0.027,5.2569580078125,0.01,3.75927734375,0.06,4.66357421875,0.018,6.7601318359375,0.004,4.69677734375,0.014,3.256103515625,0.106,4.9515380859375,0.012,4.1044921875,0.046,3.486328125,0.069,4.81910400390625,0.026850000000000002,1.5708939916673035,0.6829662991659471
TFAP2C:P1P2,876,targeting,3.5325927734375,0.058,3.0506591796875,0.107,3.068115234375,0.093,3.5574951171875,0.054,2.8489990234375,0.137,3.8167724609375,0.041,4.8795166015625,0.007,3.9259033203125,0.032,2.885986328125,0.114,2.642333984375,0.14,4.2667236328125,0.019,3.379638671875,0.069,5.20556640625,0.007,4.5281982421875,0.016,1.933837890625,0.418,3.94384765625,0.03,5.7052001953125,0.002,3.10205078125,0.099,4.059326171875,0.043,5.1036376953125,0.013,3.771820068359375,0.07494999999999999,1.1251704221202783,0.576550966890716
STAT4:P1P2,855,targeting,1.2545166015625,0.865,1.438720703125,0.781,1.8363037109375,0.539,2.0826416015625,0.385,1.6348876953125,0.632,1.8472900390625,0.489,1.8316650390625,0.526,1.8370361328125,0.539,1.54736328125,0.69,2.0478515625,0.416,1.2796630859375,0.881,2.1978759765625,0.312,1.5550537109375,0.692,1.4853515625,0.728,2.765869140625,0.179,1.5445556640625,0.709,1.6734619140625,0.579,2.3101806640625,0.271,1.3369140625,0.852,2.0687255859375,0.391,1.77879638671875,0.5728000000000002,0.24198940880964612,0.2501262385924456
ZNF639:P1P2,840,targeting,5.5142822265625,0.009,5.193603515625,0.01,6.1697998046875,0.003,6.6922607421875,0.002,5.72509765625,0.002,5.9371337890625,0.003,6.3555908203125,0.003,5.6754150390625,0.009,5.60546875,0.008,5.978271484375,0.01,5.92431640625,0.004,7.1884765625,0.001,6.3062744140625,0.005,6.1961669921875,0.004,7.22705078125,0.003,5.1273193359375,0.01,5.7340087890625,0.005,5.766357421875,0.005,5.1300048828125,0.011,6.5096435546875,0.003,5.9978271484375,0.0055000000000000005,2.258848401148215,0.7779939456580078
TOX2:P1P2,768,targeting,7.9407958984375,0.0,7.4560546875,0.001,9.0384521484375,0.0,8.6527099609375,0.0,9.1466064453125,0.0,8.072509765625,0.0,6.6690673828125,0.001,6.4013671875,0.003,8.19873046875,0.0,8.30615234375,0.001,7.4400634765625,0.002,7.9359130859375,0.002,6.31884765625,0.002,8.3797607421875,0.0,9.408935546875,0.0,8.4246826171875,0.001,5.5057373046875,0.006,8.412109375,0.0,6.3433837890625,0.001,6.0250244140625,0.009,7.70384521484375,0.0014500000000000003,2.835647144215563,0.8867075483876945
TEF:P1,1003,targeting,1.0797119140625,0.854,1.6806640625,0.442,1.4906005859375,0.562,1.4334716796875,0.587,1.89892578125,0.287,1.4420166015625,0.567,1.9486083984375,0.267,2.0521240234375,0.265,1.376220703125,0.641,1.8720703125,0.333,1.6370849609375,0.466,2.155517578125,0.191,1.6365966796875,0.459,1.2491455078125,0.72,3.40966796875,0.039,1.559326171875,0.495,1.3536376953125,0.657,2.14794921875,0.201,1.7071533203125,0.442,1.9761962890625,0.275,1.75533447265625,0.4375,0.35901201602409966,0.2443598819350215
